ID,Skill,Tags,Question,IMG URL,Difficulty ,A,B,C,D,Correct Answer,Formal Answer Explanation,Step-by-Step Answer Explanation Link
ALG140,Linear Relationships & Functions,,"A flagpole is supported by a cable. The formula h = 40 + 3t relates the height h, in meters, of the cable above the ground to the tension t, in kilograms, applied by the flag. Which of the following describes the meaning of the 3 in this context?",,Hard,"The height, in meters, of the cable with no tension applied","The tension, in kilograms, that will stretch the cable 40 meters","The increase in the tension, in kilograms, for each one-meter increase in the height of the cable","The increase in the height, in meters, of the cable for each one-kilogram increase in the tension applied by the flag",D,"Choice D is correct. The value 3 is multiplied by t, the tension applied by the flag. When the tension is 0, the height is 40 + 3(0) = 40 meters. If the tension increases by t kilograms, the height increases by 3t meters, or 3 meters for each one-kilogram increase in tension.

Choice A is incorrect because this describes the value 40.

Choice B is incorrect because 40 represents the height of the cable before it is stretched.

Choice C is incorrect because it describes the value t.
",Answer Steps (Algebra)
ALG141,Linear Inequalities,,"Mason purchased two sets of colored pencils. In the first set, 25% of the pencils are blue, and in the second set, 75% of the pencils are blue. Combined, the sets contain at least 500 blue pencils. Which inequality shows this relationship, where x is the total number of pencils in the first set and y is the total number of pencils in the second set?",,Easy,0.25x+0.75y≥500,0.75x+0.25y≤500,x/2.5+y/7.5≤500,25x+75y≥500,A,"Choice A is correct. It is given that x is the total number of pencils in the first set and that 25% of those pencils are blue; therefore, the expression 0.25 x represents the number of blue pencils in the first set. It is given that y is the total number of pencils in the second set and that 75% of those pencils are blue; therefore, the expression 0.75y represents the number of blue pencils in the second set. It is also given that, together, the sets have at least 500 blue pencils, so the inequality that shows this relationship is 0.25x+0.75y≥500.

Choice B is incorrect because it represents the sets having a total of at most, rather than at least, 500 blue pencils. Choice C is incorrect and may be the result of misunderstanding how to represent a percentage of pencils in each set. Also, the inequality shows the sets having a combined total of at most, rather than at least, 500 blue pencils. Choice D is incorrect because the percentages were not converted to decimals.
",Answer Steps (Algebra)
ALG142,Linear Inequalities,,"The total cost, in dollars, to rent a kayak consists of a $20 registration fee and a $12 per hour rental fee. A person rents a kayak for h hours and intends to spend a maximum of $80 to rent the kayak. Which inequality represents this situation?",,Easy,12h≤80,12+20h≤80,20h≤80,20+12h≤80,D,"Choice D is correct. The cost of the rental fee depends on the number of hours the kayak is rented. Multiplying h hours by $12 per hour yields a rental fee of 12h dollars. The total cost of the rental consists of the rental fee plus the $20 registration fee, which yields a total cost of 20+12h dollars. Since the person intends to spend a maximum of $80 to rent the kayak, the total cost must be at most $80. Therefore, the inequality 20+12h≤80 represents this situation.

Choice A is incorrect. This represents a situation where the rental fee, not the total cost, is at most $80.

Choice B is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect and may result from conceptual or calculation errors.

",Answer Steps (Algebra)
ALG143,Linear Inequalities,,"On a hiking trip, Max and Elena each walked for part of the journey, and the total distance they covered was less than 30 miles. Max walked at an average speed of 5 miles per hour (mph), and Elena walked at an average speed of 6 mph. Which of the following inequalities represents this situation, where m is the number of hours Max walked and e is the number of hours Elena walked?",,Easy,5m+6e>30,5m+6e<30,6m+5e>30,6m+5e<30,B,"Choice B is correct. It's given that Max walked at an average speed of 5 miles per hour and that he walked for m hours. Multiplying 5 miles per hour by m hours yields 5m miles, or the distance that Max walked. It's also given that Elena walked at an average speed of 6 miles per hour and that she walked for e hours. Multiplying 6 miles per hour by e hours yields 6e miles, or the distance that Elena walked. The total distance, in miles, that Max and Elena covered can be represented by the expression 5m+6e. It's given that the total distance they covered was under 30 miles. Therefore, the inequality 5m+6e<30 represents this situation.

Choice A is incorrect. This inequality represents a situation in which the total distance Max and Elena covered was over, rather than under, 30 miles.

Choice C is incorrect. This inequality represents a situation in which Max walked at an average speed of 6, rather than 5, miles per hour, Elena walked at an average speed of 5, rather than 6, miles per hour, and the total distance they covered was over, rather than under, 30 miles.

Choice D is incorrect. This inequality represents a situation in which Max walked at an average speed of 6, rather than 5, miles per hour, and Elena walked at an average speed of 5, rather than 6, miles per hour.
",Answer Steps (Algebra)
ALG144,Linear Inequalities,,"Nina participated in three archery competitions, scoring 80, 75, and 95 points respectively. To achieve an overall average score of at least 85 across four competitions, which inequality must be solved to find the score, P, she needs in her fourth competition?",,Easy,85-(80+75+95)≤4P,4P+80+75+95≥340,(P+80+75+95)/4≥85,(80+75+95)/4≥85-4P,C,"Choice C is correct. The average score of the four competitions ( P,80,75, and 95 ) can be calculated as (P+80+75+95)/4. The inequality that indicates Nina needs an average score of at least 85 is therefore (P+80+75+95)/4≥85.

Choice A is incorrect as it does not correctly represent the division by 4 needed to find the average score. Choice B is incorrect due to an algebraic error in considering the sum of all scores to meet the target average. Choice D is incorrect because it improperly omits P from the calculation of the mean score of all four competitions.
",Answer Steps (Algebra)
ALG145,Linear Inequalities,,"Mia set a goal to cycle at least 35 kilometers each day to train for a charity bike ride. On a particular day, Mia plans to cycle at an average speed of 7 kilometers per hour. What is the minimum number of hours Mia must cycle on that day to meet her daily goal?",,Easy,5,7,28,35,A,"Choice A is correct. It's given that Mia plans to cycle at an average speed of 7 kilometers per hour. The number of kilometers Mia will cycle is determined by the expression 7t, where t is the number of hours Mia cycles. The given goal of at least 35 kilometers means that the inequality 7t≥35 represents the situation. Dividing both sides of this inequality by 7 gives t≥5, which corresponds to a minimum of 5 hours Mia must cycle.

Choice B is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect and may result from conceptual or calculation errors.

Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG146,Linear Inequalities,,"An electronics store is running a promotion on headphones and speakers. During the promotion, the price of each pair of headphones is $20 and the price of each speaker is $30. Max can spend at most $150 at the store. If Max buys h pairs of headphones and s speakers, which of the following must be true?

",,Easy,20h+30s≤150,20h+30s≥150,30h+20s≤150,30h+20s≥150,A,"
Choice A is correct. Since the price of each pair of headphones is $20 and Max buys h pairs, the expression 20h represents the amount Max spends on headphones. Since the price of each speaker is $30 and Max buys s speakers, the expression 30s represents the amount Max spends on speakers. Therefore, the sum 20h+30s represents the total amount Max spends at the store. Since Max can spend at most $150 at the store, the total amount he spends must be less than or equal to $150. Thus, 20h+30s≤150.

Choice B is incorrect. This represents the situation in which Max spends at least, rather than at most, $150 at the store.
Choice C is incorrect and may result from reversing the cost of headphones and that of speakers. Choice D is incorrect and may result from both reversing the cost of headphones and that of speakers and from representing a situation in which Max spends at least, rather than at most, $150 at the store.
",Answer Steps (Algebra)
ALG147,Linear Inequalities,,"Which of the following ordered pairs (x,y) satisfies the inequality 
4x-3y<12 ?
I. (1,2)
II. (2,3)
III. (5,2) 
",,Easy,I only,II only,I and II only,II and III only,C,"Choice C is correct. Substituting (1,2) into the inequality gives 4(1)-3(2)<12, or 4-6<12, which simplifies to -2<12, a true statement. 
Substituting ( 2,3 ) into the inequality gives 4(2)- 3(3)<12, or 8-9<12, which simplifies to -1<12, a true statement. 

Substituting ( 5,2 ) into the inequality gives 4(5)-3(2)<12, or 20-6<12, which simplifies to 14<12, a false statement. 
Therefore, (1,2) and (2,3) are the only ordered pairs shown that satisfy the given inequality.

Choice A is incorrect because the ordered pair (2,3) also satisfies the inequality.

Choice B is incorrect because the ordered pair (1,2) also satisfies the inequality.

Choice D is incorrect because the ordered pair (5,2) does not satisfy the inequality.

",Answer Steps (Algebra)
ALG148,Linear Inequalities,,"A preschool is ordering x marker sets and y sketchpads for an art class. The school must order at least 15 items in total, but the total cost must not exceed $90. If marker sets cost $5 each and sketchpads cost $6 each, which of the following systems of inequalities models this situation?",,Easy,"x+y≥15
5x+6y≤90","x+y≥15
5x+6y≥90
","5x+6y≤15
x+y≥90
","x+y≤15
5x+6y≥90
",A,"Choice A is correct. The total number of marker sets and sketchpads ordered is represented by x+ y. Since the school must order at least 15 items, it must be true that x+y≥15. 
Each marker set costs $5; therefore, 5x represents the cost, in dollars, of x marker sets. Each sketchpad costs $6; therefore, 6y represents the cost, in dollars, of y sketchpads. It follows that the total cost for x marker sets and y sketchpads is 5x+6y. Since the total cost of the order must not exceed $90, it must also be true that 5x+6y≤90. Of the choices given, these inequalities are shown only in choice A.

Choice B is incorrect. The second inequality incorrectly suggests that the total cost must be greater, not less than or equal to $90.
Choice C is incorrect because it limits the cost by the minimum number of items and the number of items with the maximum cost.
Choice D is incorrect because the first inequality incorrectly suggests that at most 15 items must be ordered, and the second inequality says that the total cost of the order must be at least, not at most, $90.
",Answer Steps (Algebra)
ALG149,Linear Inequalities,,"Lena plans to rent a conference room for a workshop. The room rental costs $50 per hour, and she must also pay a one-time administrative fee of $20. Lena wants to spend no more than $270 for the rental and the fee. If the conference room is available only for whole numbers of hours, what is the maximum number of hours for which Lena can rent the room?",,Easy,5,6,9,50,A,"The correct answer is A. The equation 50h+20≤270, where h is the number of hours the conference room has been rented, can be written to represent the situation. Subtracting 20 from both sides and then dividing by 50 yields h≤5. Since the conference room can be rented only for whole numbers of hours, the maximum number of hours for which Lena can rent the room is 5.

Choices B, C and D are incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG150,Linear Inequalities,,"Hummingbirds can fly only with a body temperature of at least 60.0 degrees Fahrenheit (°F). If a hummingbird's body temperature is 57.2°F, what is the minimum increase needed in its body temperature, in °F, so that it can fly?",,Easy,1.5,2.8,4,5.3,B,"Choice B is correct. It's given that hummingbirds can fly only with a body temperature of at least 60.0 degrees Fahrenheit °F. Let x represent the minimum increase needed in the hummingbird's body temperature to fly. If the hummingbird's body temperature is 57.2° F, the inequality 57.2+x≥ 60.0 represents this situation. Subtracting 57.2 from both sides of this inequality yields x≥2.8. Therefore, if the hummingbird's body temperature is 57.2° F, the minimum increase needed in its body temperature, in  ∘ F, so that it can fly is 2.8.

Choice A is incorrect. This is the minimum increase needed in body temperature if the hummingbird's body temperature is 58.5° F, not 57.2° F.

Choice C is incorrect. This is the minimum increase needed in body temperature if the hummingbird's body temperature is 56.0° F, not 57.2° F.

Choice D is incorrect. This is the minimum increase needed in body temperature if the hummingbird's body temperature is 54.7° F, not 57.2° F.
",Answer Steps (Algebra)
ALG151,Linear Inequalities,,"Dylan needs to hire at least 8 team members for a company project. The team members will include junior developers, who will be paid $700 per week, and senior developers, who will be paid $1,000 per week. His budget for paying the team members is no more than $9,600 per week. He must hire at least 2 junior developers and at least 1 senior developer. Which of the following systems of inequalities represents the conditions described if x is the number of junior developers and y is the number of senior developers?",,Medium,"700x+1,000y≥9,600
x+y≤8
x≥2
y≥1
","700x+1,000y≤9,600
x+y≥8
x≥2
y≥1
","700x+1,000y≥9,600
x+y≥8
x≤2
y≤1
","700x+1,000y≤9,600
x+y≤8
x≤2
y≤1
",B,"Choice B is correct. Dylan will hire x junior developers and y senior developers. Since he needs to hire at least 8 team members, this condition is represented as:
x+y≥8 Each junior developer is paid $700 per week, and each senior developer is paid $1,000 per week. Dylan's budget is no more than $9,600 per week, which can be expressed as: 700x+1,000y≤9,600 
Additionally, Dylan must hire at least 2 junior developers and at least 1 senior developer, which gives: x≥2 and y≥1 
These conditions are represented in Choice B.

Choices A and C are incorrect because the first condition (700x+1,000y≥9,600) implies Dylan can exceed his budget of $9,600.
Choice D is incorrect because the inequality x+y≤8 represents a maximum of 8 team members, not at least 8 .
",Answer Steps (Algebra)
ALG152,Linear Inequalities,,"In a city park, the standard width of a bike rack space is at least 6.0 feet and no more than 8.0 feet. A park manager recently installed a bike rack along a straight curb that is 120 feet long and wants to determine the number of bike spaces, b, that could fit perpendicular to the curb, based on the standard width of a bike rack space. Which of the following describes all the possible values of b?",,Medium,20≤b≤120,6.0≤b≤8.0,15≤b≤120,15≤b≤20,D,"Choice D is correct. Placing the bike spaces with the minimum width of 6.0 feet gives the maximum possible number of bike spaces along the curb. This can be calculated as: 120÷6.0=20 
Placing the bike spaces with the maximum width of 8.0 feet gives the minimum number of bike spaces along the curb. This can be calculated as: 120÷8.0=15 
Therefore, if b is the number of bike spaces, the range of possible values for b is:
15≤b≤20 

Choices A and C are incorrect because they equate the curb's length to the number of bike spaces. Choice B is incorrect because it gives the range of possible widths for a bike rack space, not the number of spaces.
",Answer Steps (Algebra)
ALG153,Linear Inequalities,,"During a rainstorm in a certain city, the minimum rate of rainfall recorded was 0.8 inches per hour, and the maximum rate of rainfall recorded was 2.5 inches per hour. Which inequality is true for all values of r, where r represents a rate of rainfall, in inches per hour, recorded for this rainstorm?",,Medium,r≥3.0,r≥2.5,0≤r≤0.8,0.8≤r≤2.5,D,"Choice D is correct. It's given that during a rainstorm, the minimum rate of rainfall recorded was 0.8 inches per hour, and the maximum rate recorded was 2.5 inches per hour. It's also stated that r represents the rate of rainfall in inches per hour. This means that the rate of rainfall must be at least 0.8 inches per hour and at most 2.5 inches per hour, which can be expressed as: 0.8≤r≤2.5 

Choices A, B and C are incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG154,Linear Inequalities,,"A van can carry a maximum weight of 6,200 pounds. During one trip, the van will transport a 250-pound generator as well as several boxes. Some of these boxes weigh 30 pounds each, and the others weigh 70 pounds each. Which inequality represents the possible combinations of the number of 30-pound boxes, x, and the number of 70-pound boxes, y, the van can carry during one trip if only the generator and the boxes are being hauled?",,Medium,"30x+70y≤5,950","30x+70y≥5,950","70x+30y≤6,200","70x+30y≥6,200",A,"Choice A is correct. It's given that the van can carry a maximum of 6,200 pounds. It's also stated that during one trip, the van will transport a 250 -pound generator as well as several boxes. To determine how much weight is available for the boxes, subtract the weight of the generator from the van's maximum capacity:
6,200-250=5,950 pounds.
Let x represent the number of 30 -pound boxes. The weight of the 30 -pound boxes is represented by: 30x.
Let y represent the number of 70-pound boxes. The weight of the 70 -pound boxes is represented by: 70y.

Therefore, the total weight of the boxes is: 30x+70y 

Since the van can carry at most 5,950 pounds of boxes, the inequality becomes:
30x+70y≤5,950 

Choice B is incorrect. It incorrectly represents the scenario as a minimum weight requirement instead of a maximum.

Choice C is incorrect because it reverses the weights of the boxes in the inequality.

Choice D is incorrect for the same reason as Choice B: it represents a minimum weight instead of a maximum.
",Answer Steps (Algebra)
ALG155,Linear Inequalities,,"y<-5x+8 
Which point (x,y) is a solution to the given inequality in the xy-plane?
",,Medium,"(2,0)","(0,10)","(3,2)","(1,−3)",D,"Choice D is correct. For a point (x,y) to be a solution to the given inequality in the xy-plane, the value of the point's y-coordinate must be less than the value of -5x+8 where x is the value of the x-coordinate of the point. This is true of the point (1,-3) because -3<-5(1)+8, or -3<3. Therefore, the point (1,-3) is a solution to the given inequality.

Choices A, B, and C are incorrect. None of these points are a solution to the given inequality because each point's y-coordinate is greater than the value of -5x+8 for the point's x-coordinate.
",Answer Steps (Algebra)
ALG156,Linear Inequalities,,"A certain baby hippo weighs 250 pounds at birth and gains more than 1.5 pounds but less than 2.5 pounds per day during its first year. Which of the following inequalities represents all possible weights w, in pounds, for the hippo 365 days after birth?",,Medium,375<w<625,615<w<980,547.5<w<912.5,"797.5<w<1,162.5",D,"Choice D is correct. It's given that the hippo weighs 250 pounds at birth and gains more than 1.5 pounds but less than 2.5 pounds per day during its first year. The inequality 250+1.5d<w< 250+2.5d represents this situation, where d is the number of days after birth. Substituting 365 for d in the inequality gives 250+1.5(365)<w<250+2.5(365), or 797.5<w<1,162.5. 

Choice A is incorrect and may result from solving the inequality 250(1.5)<w<250 (2.5). 

Choice B is incorrect and may result from solving the inequality for a weight range of more than 1 pound but less than 2 pounds: 250+1(365)<w<250+2(365).

Choice C is incorrect and may result from calculating the possible weight gained by the hippo during the first year without adding the 250 pounds the hippo weighed at birth.

",Answer Steps (Algebra)
ALG157,Linear Inequalities,,"W=140s+70
The formula above shows the relationship between the water flow rate W, in liters per minute, and the setting s on a particular irrigation controller. When s=0, the irrigation system is off, and no water flows. When s=1, the system is at its maximum capacity. It is advised that s be between 0.4 and 0.75 to ensure efficient watering without waste. Which of the following inequalities describes the recommended water flow rate range for this setting?
",,Medium,126≤W≤175,112≤W≤126,70≤W≤175,70≤W≤112,A,"Choice A is correct. For optimal water usage, the irrigation controller setting s is recommended to be between 0.4 and 0.75. This means the water flow rate W, when set within these parameters, corresponds to these settings. Calculating for s=0.4, W=140(0.4)+70=126. For s=0.75, W=140(0.75)+70=175.

Therefore, the inequality that correctly describes the optimal water flow rate for the recommended settings is:
126≤W≤175

Choice B is incorrect as it describes a water flow rate for 0.3≤s≤0.4.

Choice C is too broad, covering the range from 0≤s≤0.75.

Choice D covers a range too low for 0≤s≤0.3.
",Answer Steps (Algebra)
ALG158,Linear Inequalities,,"The average annual maintenance cost for a certain building is $5,112. The building manager plans to spend $30,000 to install an automated maintenance system. The manager estimates that the average annual maintenance cost will then be $3,237. Which of the following inequalities can be solved to find n, the number of years after installation at which the total amount of maintenance cost savings will exceed the installation cost?",,Medium,"30,000>(5,112−3,237)n
","30,000<(5,112−3,237)n","30,000−5,112>3,237n","30,000>5,112n/3,237",B,"Choice B is correct. The savings each year from installing the automated maintenance system will be the average annual maintenance cost before the installation minus the average annual maintenance cost after the installation, which is (5,112-3,237) dollars. In n years, the savings will be (5,112-3,237)n dollars.
Therefore, the inequality that can be solved to find the number of years after installation at which the total amount of maintenance cost savings will exceed (be greater than) the installation cost of $30,000 is:
30,000<(5,112-3,237)n 

Choice A is incorrect. It gives the number of years at which the total savings would be less than the installation cost.

Choices C and D are incorrect and may result from conceptual or calculation errors.

",Answer Steps (Algebra)
ALG159,Linear Inequalities,,"A crane is used to lift a container if the combined weight of the container and the equipment inside is no more than 5,200 pounds. What is the maximum number of equipment units the crane can lift in a container with a weight of 600 pounds if each unit weighs 150 pounds?",,Medium,30,31,33,34,A,"Choice A is correct. It's given that the crane can lift a container if the combined weight of the container and the equipment inside is no more than 5,200 pounds. If the container has a weight of 600 pounds and each unit weighs 150 pounds, the expression 600+150e, where e is the number of equipment units, gives the combined weight of the container and the units. Since the combined weight must be no more than 5,200 pounds, the possible numbers of equipment units the crane can lift are given by the inequality: 600+150e≤5,200 
Subtracting 600 from both sides yields: 150e≤4,600 
Dividing both sides of this inequality by 150 gives: e≤4,600/150, or  e≤30.67 
Since e must be a whole number, the maximum number of equipment units is the greatest whole number less than 30.67 , which is 30.

Choice B is incorrect. Lifting the container and 31 equipment units would result in a combined weight of 5,250 pounds, exceeding the limit of 5,200 pounds.

Choice C is incorrect. Lifting the container and 33 equipment units would result in a combined weight of 5,550 pounds, exceeding the limit of 5,200 pounds.

Choice D is incorrect. Lifting the container and 34 equipment units would result in a combined weight of 5,700 pounds, exceeding the limit of 5,200 pounds.
",Answer Steps (Algebra)
ALG160,Linear Inequalities,,"A study estimates that migratory birds of the species Anser caerulescens fly 65 to 80 miles each day during their migration. Based on this estimate, which inequality represents the estimated total number of miles, y, a bird from the species Anser caerulescens could fly in 20 days of its migration?",,Medium,65+20≤y≤80+20,(65)(20)≤y≤(80)(20),65≤20+y≤80,65≤20y≤80,B,"Choice B is correct. The study estimates that migratory birds of the species Anser caerulescens fly 65 to 80 miles each day during their migration. If one bird flies 65 miles each day for 20 days, the total distance is represented as 65(20). Similarly, if the bird flies 80 miles each day for 20 days, the total distance is represented as 80(20). Therefore, the total number of miles, y, that the bird could fly in 20 days is given by the inequality:
(65)(20)≤y≤(80)(20) 

Choices A, C and D are incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG161,Linear Inequalities,,"Emma's market is a 15-minute walk or a 6-minute train ride away from her apartment. The train arrives once every 20 minutes, and the number of minutes, 
w, that Emma waits for the train varies between 0 and 20. Which of the following inequalities gives the values of w for which it would be faster for Emma to walk to the market?
",,Hard,w−6<15,w−6>15,w+6<15,w+6>15,D,"Choice D is correct. It is given that w represents the number of minutes Emma waits for the train. The total time it takes Emma to reach the market by train is the sum of the minutes w she waits for the train and the 6 minutes of the train ride; thus, this time, in minutes, is w+6. It is also given that the total amount of time it takes Emma to walk to the market is 15 minutes. Therefore, w+6>15 gives the values of w for which it would be faster for Emma to walk to the market.

Choices A and B are incorrect because w-6 is not the total length of time for Emma to wait for and then take the train to the market.
Choice C is incorrect because the inequality should be true when walking 15 minutes is faster than the time it takes Emma to wait for and ride the train, not less.
",Answer Steps (Algebra)
ALG162,Linear Inequalities,,"A catering service is ordering bags of rice and cans of beans from its supplier.
The supplier will deliver no more than 500 pounds in a shipment. Each bag of rice weighs 8.5 pounds, and each can of beans weighs 7.3 pounds. The service wants to order at least three times as many bags of rice as cans of beans. Let r represent the number of bags of rice, and let b represent the number of cans of beans, where r and b are nonnegative integers. Which of the following systems of inequalities best represents this situation?
",,Hard,"8.5r+7.3b≤500
r≥3b
","8.5r+7.3b≤500
3r≥b
","17r+7.3b≤500
r≥3b
","17r+7.3b≤500
3r≥b
",A,"Choice A is correct. The total weight in pounds of the shipment must not exceed 500 pounds. The total weight of rice and beans can be expressed as the weight of each bag of rice multiplied by the number of bags (8.5 r) plus the weight of each can of beans multiplied by the number of cans ( 7.3 b ). This gives the inequality:
8.5r+7.3b≤500  Additionally, the service wants to order at least three times as many bags of rice as cans of beans, which is expressed as: r≥3b 

Choice B is incorrect because it misrepresents the relationship between the quantities of rice and beans.

Choice C is incorrect because the first inequality incorrectly doubles the weight of each bag of rice, which is 8.5 pounds, not 17 pounds.

Choice D is incorrect for the same reason as C and additionally transposes the relationship between the quantities of rice and beans.
",Answer Steps (Algebra)
ALG163,Linear Inequalities,,"A gym offers a monthly membership for $110 that allows unlimited access to all facilities. Alternatively, customers can pay $2.00, $3.00, or $4.00 per visit, depending on the type of activity they choose. What is the minimum number of visits per month for which a monthly membership could cost less than paying for individual visits?",,Hard,27,28,36,55,B,"The correct answer is B. The minimum number of individual visits for which the cost of the monthly membership is less than the cost of individual visits can be found by assuming the maximum cost of an individual visit, $4.00.
If v visits costing $4.00 each are made in one month, the inequality:
110<4.00v represents this situation.
Dividing both sides of the inequality by 4.00 yields: 27.5<v, which is equivalent to v>27.5.

Since only a whole number of visits can occur, it follows that 28 is the minimum number of visits.
Choices A, C and D are incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG164,Linear Inequalities,,"A consultant's total compensation consists of a base fee of b dollars per year, plus bonus earnings of 15% of the total projects the consultant completes during the year. This year, the consultant has a goal for the total compensation to be at least 2 times and at most 3 times the base fee. Which of the following inequalities represents all possible values of total project revenue p, in dollars, the consultant can generate this year to meet that goal?",,Hard,1b≤p≤2b,b/0.15 ≤p≤2b/0.15 ,2b≤p≤3b,2b/0.15 ≤p≤3b/0.15 ,B,"Choice B is correct. It's given that a consultant's total compensation consists of a base fee of b dollars per year plus bonus earnings of 15% of the total project revenue p generated during the year. The consultant's total compensation can be represented by the expression b+0.15p. It's also given that the consultant's goal is for the total compensation to be at least 2 times and at most 3 times the base fee, which can be expressed as 2b and 3b, respectively.
This situation can be represented by the inequality: 2b≤b+0.15p≤3b 
Subtracting b from each part of the inequality yields: 1b≤0.15p≤2b 
Dividing each part of the inequality by 0.15 gives: 1/0.15 b≤p≤2/0.15 b 

Choice A is incorrect because it represents a situation where the total project revenue, rather than the total compensation, is at least 1 times and at most 2 times the base fee.

Choice C is incorrect because it represents a situation where the total project revenue is at least 2 times and at most 3 times the base fee.

Choice D is incorrect because it represents a situation where the total compensation is at least 3 times and at most 4 times, rather than 2 times and at most 3 times, the base fee.
",Answer Steps (Algebra)
ALG165,Linear Inequalities,,"A number x is at most 5 less than 4 times the value of y. If the value of y is -3 , what is the greatest possible value of x ?",,Hard,-17,-7,17,19,A,"The correct answer is A . It's given that a number x is at most 5 less than 4 times the value of y. Therefore, x is less than or equal to 5 less than 4 times the value of y. The expression 4y represents 4 times the value of y. The expression 4y-5 represents 5 less than 4 times the value of y. Thus, x is less than or equal to 4y-5, which can be written as: x≤4y-5 
Substituting -3 for y in this inequality gives: x≤4(-3)-5, or  x≤-17 

Therefore, if the value of y is -3 , the greatest possible value of x is -17.
Choices B, C and D are incorrect and may result from conceptual or calculation errors.

",Answer Steps (Algebra)
ALG166,Linear Inequalities,,"A party planner budgets $3,000 to purchase decorations. The planner must purchase a minimum of 250 decorations to maintain the discounted pricing.
If the planner pays $5.50 per decoration for small items and $14.00 per decoration for large items, what is the maximum number of large items the planner can purchase to stay within the budget and maintain the discounted pricing?
",,Hard,191,192,214,545,A,"The correct answer is A. Let s represent the number of small decorations the planner can purchase, and let l represent the number of large decorations the planner can purchase. It is given that the planner pays $5.50 per small decoration and $14.00 per large decoration. Therefore, the planner pays 5.50 s dollars for s small decorations and 14.00l dollars for l large decorations. The total cost of the decorations is represented as: 5.50s+14.00l 
The planner budgets $3,000 for decorations, so: 5.50s+14.00l≤3,000 
It is also given that the planner must purchase at least 250 decorations, so:
s+l≥250 
Rewriting s+l≥250, subtracting l from both sides gives: s≥250-l 
Multiplying both sides by 5.50 gives: 5.50s≥5.50(250-l), or   5.50s≥1,375-5.50l.) 
Adding 14.00l to both sides gives: 5.50s+14.00l≥1,375-5.50l+14.00l, or:  5.50s+14.00l≥1,375+8.50l.) 
This inequality can be combined with 5.50s+14.00l≤3,000, resulting in:
1,375+8.50l≤5.50s+14.00l≤3,000 
From this, it follows that: 1,375+8.50l≤3,000 
Subtracting 1,375 from both sides gives: 8.50l≤1,625 
Dividing by 8.50 yields: l≤191.18 

Since the number of large decorations must be a whole number, the maximum number of large decorations the planner can purchase is the largest whole number less than 191.18, which is 191.

Choices B, C and D: Incorrect. These options may result from calculation errors or misinterpretation of the given data.
",Answer Steps (Algebra)
ALG167,Linear Inequalities,,"A marketing analyst conducted a study to observe consumer behavior when selecting products on a display. The study involved 400 participants who were presented with six products arranged in random order. Each participant was asked to select the most attractive product. Among the first 200 participants, 48 chose the first product in the display. From the remaining 200 participants, let q represent the number of people who chose the first product. If more than 25% of all participants selected the first product, which of the following inequalities best represents the possible values of q?",,Hard,"q > 0.25(400 − 48), where q ≤ 200","q > 0.25(400 + 48), where q ≤ 200","q − 48 > 0.25(400), where q ≤ 200","q + 48 > 0.25(400), where q ≤ 200",D,"Choice D is correct. Among the first 200 participants, 48 selected the first product, and among the remaining 200 participants, q people selected it. Thus, the proportion of participants who selected the first product is (48 + q)/400. Since more than 25% of all participants selected the first product, it follows that:
(48 + q)/400 > 0.25. Multiplying both sides by 400 gives:
q + 48 > 0.25(400). Since q represents the number of people among the remaining 200 participants, q ≤ 200.

Choices A, B, and C are incorrect due to misinterpretations of the relationship between the number of participants and the given proportions or computational errors.
",Answer Steps (Algebra)
ALG168,Linear Inequalities,,"The formula T=P/R represents the efficiency of a water filtration system, where T is the flow rate in liters per second, P is the total pressure in Pascals, and R is the resistance in the system (in Pascals per second). A filtration system has a resistance of 400 Pascals per second, and the total pressure is provided by k pumps, each contributing 9 Pascals of pressure, for a total pressure of 9k Pascals. If the system's flow rate is to be no more than 0.3 liters per second, what is the greatest number, k, of pumps that can be used?",,Hard,13,14,148,12000,A,"The correct answer is A. For the given system, the resistance R is 400 Pascals per second, and the total pressure P generated by k pumps is 9k Pascals. It's also given that the flow rate T is to be no more than 0.3 liters per second, expressed as T<0.3. Using the formula T=P/R, substituting the values for P and R gives the inequality:
9k/400<0.3. Multiplying both sides by 400 gives: 9k<120 Dividing both sides by 9 results in: k<13.33 

Since k must be a whole number, the greatest value of k is 13.

Choices B, C, and D are incorrect as they stem from conceptual misunderstandings or computational errors.

",Answer Steps (Algebra)
